Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month
3106,CA-2016-103037,2016-07-25,7/29/2016,Standard Class,KH-16630,Ken Heidel,Corporate,Houston,Texas,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956,2016-07
3107,CA-2017-127460,2017-07-10,7/14/2017,Standard Class,FG-14260,Frank Gastineau,Home Office,Aurora,Illinois,Central,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",298.464,6,0.2,26.1156,2017-07
3108,CA-2016-121671,2016-07-17,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,Springfield,Missouri,Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0.0,10.0878,2016-07
3109,CA-2016-121671,2016-07-17,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,Springfield,Missouri,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0.0,4.8588,2016-07
3110,CA-2016-121671,2016-07-17,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,Springfield,Missouri,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,0.0,3.7436,2016-07
3111,CA-2016-121671,2016-07-17,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,Springfield,Missouri,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,0.0,25.4016,2016-07
3112,CA-2016-121671,2016-07-17,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,Springfield,Missouri,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0.0,47.7306,2016-07
3113,CA-2016-150350,2016-08-23,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Seattle,Washington,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,62.82,2016-08
3114,CA-2016-150350,2016-08-23,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Seattle,Washington,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,0.0,63.873,2016-08
3115,CA-2016-150350,2016-08-23,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Seattle,Washington,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,34.68,6,0.0,16.9932,2016-08
3116,CA-2016-150350,2016-08-23,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Seattle,Washington,West,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,6,0.2,-39.9528,2016-08
3117,CA-2016-150350,2016-08-23,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Seattle,Washington,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,0.0,11.206,2016-08
3118,CA-2016-150350,2016-08-23,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,Seattle,Washington,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0.0,0.1588,2016-08
3119,CA-2015-121720,2015-06-11,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,Lakeland,Florida,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,1123.92,5,0.2,-182.637,2015-06
3120,CA-2015-121720,2015-06-11,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,Lakeland,Florida,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,2,0.2,31.198,2015-06
3121,CA-2015-121720,2015-06-11,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,Lakeland,Florida,South,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,3,0.2,7.3008,2015-06
3122,CA-2015-121720,2015-06-11,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,Lakeland,Florida,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768,2,0.2,7.596,2015-06
3123,CA-2015-121720,2015-06-11,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,Lakeland,Florida,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88,2015-06
3124,CA-2015-121720,2015-06-11,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,Lakeland,Florida,South,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.768,2,0.7,-3.14,2015-06
3125,CA-2015-121720,2015-06-11,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,Lakeland,Florida,South,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2,0.2,51.8312,2015-06
3126,CA-2015-121720,2015-06-11,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,Lakeland,Florida,South,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4,0.2,21.1428,2015-06
3127,CA-2017-149895,2017-09-08,9/12/2017,Standard Class,EB-14110,Eugene Barchas,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,258.528,2,0.4,-47.3968,2017-09
3128,CA-2017-147564,2017-10-02,10/6/2017,Standard Class,BP-11155,Becky Pak,Consumer,New York City,New York,East,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49.12,4,0.0,23.0864,2017-10
3129,CA-2014-136399,2014-12-16,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,Los Angeles,California,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718,2014-12
3130,CA-2014-136399,2014-12-16,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,Los Angeles,California,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176,2014-12
3131,CA-2014-136399,2014-12-16,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,Los Angeles,California,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395.0,5,0.0,39.5,2014-12
3132,CA-2014-136399,2014-12-16,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,Los Angeles,California,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.168,4,0.2,70.5564,2014-12
3133,CA-2014-107916,2014-08-24,8/26/2014,First Class,JP-15460,Jennifer Patt,Corporate,Oceanside,New York,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0.0,6.3744,2014-08
3134,CA-2014-107916,2014-08-24,8/26/2014,First Class,JP-15460,Jennifer Patt,Corporate,Oceanside,New York,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672,3,0.2,4.4352,2014-08
3135,CA-2017-164168,2017-11-12,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Dallas,Texas,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,30.56,5,0.8,-45.84,2017-11
3136,CA-2017-164168,2017-11-12,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Dallas,Texas,Central,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,77.952,3,0.2,-15.5904,2017-11
3137,CA-2017-164168,2017-11-12,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Dallas,Texas,Central,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,1,0.2,8.499,2017-11
3138,CA-2017-164168,2017-11-12,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Dallas,Texas,Central,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.224,2,0.2,4.4312,2017-11
3139,CA-2017-164168,2017-11-12,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Dallas,Texas,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,44.784,2,0.2,-0.5598,2017-11
3140,CA-2017-164168,2017-11-12,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Dallas,Texas,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,3,0.6,-17.7072,2017-11
3141,CA-2015-112557,2015-04-25,4/28/2015,First Class,JL-15850,John Lucas,Consumer,New York City,New York,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,3,0.0,90.8292,2015-04
3142,US-2014-122959,2014-12-12,12/12/2014,Same Day,CY-12745,Craig Yedwab,Corporate,San Antonio,Texas,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,2,0.8,-336.6272,2014-12
3143,CA-2017-162572,2017-09-25,9/27/2017,Second Class,RB-19360,Raymond Buch,Consumer,Cincinnati,Ohio,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,5,0.2,35.988,2017-09
3144,CA-2017-162572,2017-09-25,9/27/2017,Second Class,RB-19360,Raymond Buch,Consumer,Cincinnati,Ohio,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,10.608,6,0.2,0.9282,2017-09
3145,US-2016-148110,2016-09-05,9/11/2016,Standard Class,AR-10825,Anthony Rawles,Corporate,Austin,Texas,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843,2016-09
3146,CA-2017-131828,2017-02-11,2/13/2017,Second Class,CS-11845,Cari Sayre,Corporate,Seattle,Washington,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,0.2,108.3528,2017-02
3147,CA-2017-131828,2017-02-11,2/13/2017,Second Class,CS-11845,Cari Sayre,Corporate,Seattle,Washington,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,2017-02
3148,CA-2014-109218,2014-06-30,7/3/2014,Second Class,AR-10825,Anthony Rawles,Corporate,Los Angeles,California,West,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,0.0,10.368,2014-06
3149,CA-2016-120558,2016-06-07,6/10/2016,First Class,RD-19810,Ross DeVincentis,Home Office,New York City,New York,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0.0,15.552,2016-06
3150,US-2014-109036,2014-12-20,12/25/2014,Standard Class,KH-16510,Keith Herrera,Consumer,Seattle,Washington,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,31.05,3,0.0,14.904,2014-12
3151,CA-2015-147830,2015-12-15,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,Newark,Ohio,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,6,0.2,607.608,2015-12
3152,CA-2015-147830,2015-12-15,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,Newark,Ohio,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2,0.7,-2639.9912,2015-12
3153,CA-2015-147830,2015-12-15,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,Newark,Ohio,East,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,0.4,-16.998,2015-12
3154,CA-2015-147830,2015-12-15,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,Newark,Ohio,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,0.2,69.0018,2015-12
3155,CA-2017-150497,2017-07-20,7/24/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,Maple Grove,Minnesota,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0.0,331.191,2017-07
3156,CA-2014-128986,2014-08-03,8/5/2014,Second Class,GH-14410,Gary Hansen,Home Office,Glendale,Arizona,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,3,0.2,33.7212,2014-08
3157,CA-2015-139584,2015-08-24,8/28/2015,Standard Class,EM-13810,Eleni McCrary,Corporate,New York City,New York,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304,2015-08
3158,CA-2015-139584,2015-08-24,8/28/2015,Standard Class,EM-13810,Eleni McCrary,Corporate,New York City,New York,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26.0,2,0.0,11.7,2015-08
3159,US-2016-162677,2016-03-26,3/27/2016,First Class,DB-13210,Dean Braden,Consumer,Jacksonville,North Carolina,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5,0.2,5.9185,2016-03
3160,US-2016-162677,2016-03-26,3/27/2016,First Class,DB-13210,Dean Braden,Consumer,Jacksonville,North Carolina,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,3,0.2,-17.9964,2016-03
3161,US-2014-150924,2014-09-12,9/16/2014,Second Class,PT-19090,Pete Takahito,Consumer,Houston,Texas,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,0.8,-8.029,2014-09
3162,CA-2014-153969,2014-09-21,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,San Francisco,California,West,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,15.56,2,0.0,7.3132,2014-09
3163,CA-2014-153969,2014-09-21,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,San Francisco,California,West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0.0,36.8245,2014-09
3164,CA-2014-153969,2014-09-21,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,San Francisco,California,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0.0,15.4752,2014-09
3165,CA-2014-153969,2014-09-21,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,San Francisco,California,West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,38.52,9,0.0,17.334,2014-09
3166,CA-2014-153969,2014-09-21,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,San Francisco,California,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,0.2,23.9984,2014-09
3167,CA-2014-153969,2014-09-21,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,San Francisco,California,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,0.0,9.4815,2014-09
3168,CA-2016-146682,2016-10-29,10/31/2016,First Class,KW-16435,Katrina Willman,Consumer,Lansing,Michigan,Central,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67.0,5,0.0,32.16,2016-10
3169,CA-2016-138695,2016-05-28,6/3/2016,Standard Class,KC-16675,Kimberly Carter,Corporate,Tallahassee,Florida,South,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.272,8,0.2,-24.392,2016-05
3170,CA-2016-138695,2016-05-28,6/3/2016,Standard Class,KC-16675,Kimberly Carter,Corporate,Tallahassee,Florida,South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192,13,0.2,19.435,2016-05
3171,CA-2017-107461,2017-12-21,12/26/2017,Second Class,PK-19075,Pete Kriz,Consumer,Columbia,South Carolina,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,23.88,6,0.0,11.2236,2017-12
3172,US-2016-133879,2016-03-21,3/28/2016,Standard Class,KT-16465,Kean Takahito,Consumer,Chicago,Illinois,Central,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,2,0.8,-4.752,2016-03
3173,US-2016-133879,2016-03-21,3/28/2016,Standard Class,KT-16465,Kean Takahito,Consumer,Chicago,Illinois,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0.0,2016-03
3174,US-2016-133879,2016-03-21,3/28/2016,Standard Class,KT-16465,Kean Takahito,Consumer,Chicago,Illinois,Central,OFF-AR-10004956,Office Supplies,Art,Newell 33,13.392,3,0.2,1.5066,2016-03
3175,CA-2017-157483,2017-11-11,11/18/2017,Standard Class,EP-13915,Emily Phan,Consumer,Detroit,Michigan,Central,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,7,0.0,50.9208,2017-11
3176,US-2017-132059,2017-09-23,9/29/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,Fort Collins,Colorado,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2,0.7,-240.784,2017-09
3177,US-2017-132059,2017-09-23,9/29/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,Fort Collins,Colorado,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2,0.2,0.5998,2017-09
3178,CA-2017-122280,2017-09-10,9/10/2017,Same Day,SH-20395,Shahid Hopkins,Consumer,New York City,New York,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2,0.0,9.0048,2017-09
3179,CA-2017-105235,2017-12-05,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,New York City,New York,East,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0.0,6.0726,2017-12
3180,CA-2017-105235,2017-12-05,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,New York City,New York,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,0.0,18.1908,2017-12
3181,CA-2017-105235,2017-12-05,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,New York City,New York,East,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,254.9,5,0.0,68.823,2017-12
3182,CA-2017-152912,2017-11-09,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,Columbia,Maryland,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0.0,4.4344,2017-11
3183,CA-2017-152912,2017-11-09,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,Columbia,Maryland,East,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826.62,3,0.0,355.4466,2017-11
3184,CA-2017-152912,2017-11-09,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,Columbia,Maryland,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14,9,0.0,473.6106,2017-11
3185,CA-2017-152912,2017-11-09,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,Columbia,Maryland,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,3,0.0,157.8702,2017-11
3186,CA-2014-123498,2014-11-07,11/9/2014,First Class,TC-20980,Tamara Chand,Corporate,Houston,Texas,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,-44.2782,2014-11
3187,CA-2014-123498,2014-11-07,11/9/2014,First Class,TC-20980,Tamara Chand,Corporate,Houston,Texas,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,74.352,3,0.2,26.9526,2014-11
3188,CA-2017-159352,2017-03-12,3/17/2017,Standard Class,KB-16585,Ken Black,Corporate,Lowell,Massachusetts,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,69.93,7,0.0,32.1678,2017-03
3189,US-2017-146416,2017-10-20,10/22/2017,Second Class,JE-16165,Justin Ellison,Corporate,Woodland,California,West,OFF-LA-10003714,Office Supplies,Labels,Avery 510,3.75,1,0.0,1.8,2017-10
3190,US-2017-146416,2017-10-20,10/22/2017,Second Class,JE-16165,Justin Ellison,Corporate,Woodland,California,West,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,20.928,4,0.2,7.5864,2017-10
3191,US-2015-163783,2015-12-27,1/1/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,Chicago,Illinois,Central,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,3,0.2,-3.168,2015-12
3192,CA-2017-123981,2017-10-02,10/8/2017,Standard Class,RW-19630,Rob Williams,Corporate,New York City,New York,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,65.99,1,0.0,17.1574,2017-10
3193,CA-2017-158953,2017-06-04,6/8/2017,Standard Class,ML-18040,Michelle Lonsdale,Corporate,Missouri City,Texas,Central,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37,7,0.8,-9.555,2017-06
3194,CA-2014-165428,2014-09-01,9/4/2014,First Class,JL-15130,Jack Lebron,Consumer,Houston,Texas,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,3,0.8,-6.0192,2014-09
3195,CA-2014-165428,2014-09-01,9/4/2014,First Class,JL-15130,Jack Lebron,Consumer,Houston,Texas,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104,6,0.2,10.8864,2014-09
3196,CA-2016-169026,2016-08-08,8/13/2016,Standard Class,CM-12655,Corinna Mitchell,Home Office,Jackson,Mississippi,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",23.34,3,0.0,0.2334,2016-08
3197,CA-2017-109750,2017-07-22,7/28/2017,Standard Class,FH-14365,Fred Hopkins,Corporate,New York City,New York,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,3,0.0,14.0859,2017-07
3198,CA-2015-149384,2015-07-10,7/10/2015,Same Day,EH-13945,Eric Hoffmann,Consumer,Tempe,Arizona,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3.366,3,0.7,-2.244,2015-07
3199,CA-2014-131527,2014-12-01,12/7/2014,Standard Class,TB-21280,Toby Braunhardt,Consumer,Jacksonville,North Carolina,South,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968,4,0.2,9.5968,2014-12
3200,CA-2017-164000,2017-12-18,12/22/2017,Standard Class,AH-10030,Aaron Hawkins,Corporate,Philadelphia,Pennsylvania,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,18.704,7,0.2,2.338,2017-12
3201,CA-2014-164224,2014-05-18,5/20/2014,Second Class,TT-21070,Ted Trevino,Consumer,Akron,Ohio,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.232,3,0.2,3.7308,2014-05
3202,CA-2014-164224,2014-05-18,5/20/2014,Second Class,TT-21070,Ted Trevino,Consumer,Akron,Ohio,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,15.936,4,0.2,5.7768,2014-05
3203,CA-2014-158372,2014-11-10,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,San Diego,California,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,601.536,8,0.2,60.1536,2014-11
3204,CA-2014-158372,2014-11-10,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,San Diego,California,West,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,1,0.0,4.2861,2014-11
3205,CA-2014-158372,2014-11-10,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,San Diego,California,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664,2014-11
3206,CA-2014-158372,2014-11-10,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,San Diego,California,West,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",62.24,8,0.0,28.008,2014-11
3207,CA-2014-158372,2014-11-10,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,San Diego,California,West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,0.0,14.896,2014-11
3208,CA-2014-158372,2014-11-10,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,San Diego,California,West,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,39.84,8,0.0,18.3264,2014-11
3209,CA-2016-108882,2016-01-09,1/15/2016,Standard Class,LA-16780,Laura Armstrong,Corporate,Fresno,California,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,0.0,118.983,2016-01
3210,CA-2016-108882,2016-01-09,1/15/2016,Standard Class,LA-16780,Laura Armstrong,Corporate,Fresno,California,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,9,0.2,141.723,2016-01
3211,US-2017-108245,2017-09-22,9/27/2017,Standard Class,SH-19975,Sally Hughsby,Corporate,Pearland,Texas,Central,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,13.392,3,0.2,5.022,2017-09
3212,US-2017-108245,2017-09-22,9/27/2017,Standard Class,SH-19975,Sally Hughsby,Corporate,Pearland,Texas,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,11.228,7,0.8,-18.5262,2017-09
3213,CA-2014-142314,2014-12-23,12/28/2014,Standard Class,SF-20200,Sarah Foster,Consumer,Richmond,Indiana,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,207.24,11,0.0,58.0272,2014-12
3214,CA-2016-132409,2016-05-26,6/1/2016,Standard Class,TH-21235,Tiffany House,Corporate,Philadelphia,Pennsylvania,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1.504,1,0.2,0.1692,2016-05
3215,CA-2016-132409,2016-05-26,6/1/2016,Standard Class,TH-21235,Tiffany House,Corporate,Philadelphia,Pennsylvania,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2,0.2,6.534,2016-05
3216,CA-2017-150189,2017-07-08,7/10/2017,First Class,VG-21790,Vivek Gonzalez,Consumer,San Mateo,California,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,2017-07
